customernumber,notification_id,response_time,response_type
1614,7485,46,ignored
1826,7486,21,dismissed
2389,7487,44,dismissed
2923,7488,8,dismissed
4898,7489,39,ignored
8722,7490,57,dismissed
8870,7491,28,ignored
3555,7492,53,opened
5764,7493,1,dismissed
3575,7494,14,dismissed
5662,7495,43,dismissed
7772,7496,1,opened
1732,7497,40,dismissed
8972,7498,24,dismissed
2911,7499,50,ignored
3479,7500,49,dismissed
3993,7501,21,opened
6752,7502,31,dismissed
6721,7503,46,opened
2440,7504,38,opened
5717,7505,60,dismissed
6578,7506,45,ignored
7927,7507,7,ignored
6113,7508,25,dismissed
3532,7509,52,dismissed
8015,7510,27,dismissed
5149,7511,35,opened
4886,7512,60,dismissed
8329,7513,26,ignored
3554,7514,46,dismissed
6251,7515,29,opened
5989,7516,29,dismissed
4594,7517,6,opened
6700,7518,36,dismissed
8490,7519,41,opened
1391,7520,34,opened
6368,7521,17,opened
1603,7522,21,ignored
1279,7523,50,dismissed
6458,7524,18,dismissed
5314,7525,30,ignored
5610,7526,45,ignored
7849,7527,9,opened
6062,7528,33,opened
3277,7529,38,dismissed
7802,7530,2,opened
4380,7531,19,ignored
4623,7532,13,dismissed
4338,7533,53,opened
8122,7534,6,opened
2728,7535,31,dismissed
2825,7536,31,dismissed
9060,7537,39,ignored
6441,7538,24,opened
2276,7539,18,ignored
1952,7540,55,opened
6479,7541,15,ignored
3148,7542,18,opened
4070,7543,34,opened
8055,7544,28,ignored
5612,7545,13,dismissed
2692,7546,60,dismissed
8555,7547,10,ignored
8814,7548,9,opened
4638,7549,30,ignored
9346,7550,60,dismissed
2717,7551,24,opened
8260,7552,32,opened
4494,7553,42,ignored
2923,7554,42,ignored
6526,7555,40,opened
8279,7556,57,ignored
7930,7557,51,opened
7624,7558,25,dismissed
3027,7559,15,dismissed
8757,7560,49,ignored
8296,7561,31,ignored
5700,7562,5,dismissed
6912,7563,55,opened
8875,7564,36,dismissed
3902,7565,34,opened
2629,7566,14,opened
3177,7567,39,dismissed
9870,7568,40,dismissed
3954,7569,45,opened
5034,7570,21,dismissed
9161,7571,10,dismissed
3464,7572,7,ignored
5934,7573,1,dismissed
7854,7574,39,opened
5356,7575,36,opened
4061,7576,40,ignored
3782,7577,42,opened
2715,7578,59,ignored
6153,7579,60,ignored
4244,7580,45,dismissed
7989,7581,48,opened
6626,7582,32,ignored
6501,7583,56,dismissed
5200,7584,2,ignored
3444,7585,56,ignored
4812,7586,18,opened
2158,7587,39,dismissed
9102,7588,1,ignored
9446,7589,46,ignored
3636,7590,60,dismissed
2529,7591,18,opened
4709,7592,2,ignored
3192,7593,35,ignored
5164,7594,48,opened
6709,7595,15,opened
1721,7596,51,dismissed
1076,7597,59,ignored
5767,7598,32,ignored
4974,7599,10,opened
4468,7600,4,dismissed
3355,7601,52,opened
3091,7602,54,opened
1687,7603,24,ignored
5258,7604,53,dismissed
9785,7605,7,opened
5784,7606,7,dismissed
9581,7607,18,opened
4732,7608,32,ignored
1649,7609,2,ignored
1452,7610,3,dismissed
5155,7611,18,dismissed
2691,7612,6,ignored
8267,7613,15,opened
5534,7614,11,opened
4705,7615,15,ignored
3554,7616,51,ignored
6769,7617,42,ignored
9877,7618,44,opened
4377,7619,32,dismissed
3782,7620,38,ignored
9057,7621,25,dismissed
2708,7622,55,opened
1650,7623,27,ignored
2044,7624,15,dismissed
2183,7625,50,opened
7395,7626,60,ignored
5765,7627,9,ignored
2513,7628,4,ignored
8796,7629,6,ignored
4947,7630,43,opened
8766,7631,12,dismissed
4492,7632,47,ignored
5550,7633,54,dismissed
4609,7634,50,dismissed
3776,7635,12,ignored
8732,7636,40,opened
2073,7637,47,dismissed
4006,7638,55,opened
4974,7639,56,opened
8991,7640,17,dismissed
8142,7641,48,dismissed
4851,7642,27,ignored
3435,7643,16,opened
2265,7644,26,ignored
9843,7645,29,ignored
2793,7646,37,dismissed
8418,7647,13,dismissed
6361,7648,12,ignored
9119,7649,53,opened
3103,7650,9,opened
6195,7651,5,dismissed
7194,7652,21,dismissed
7131,7653,22,dismissed
4047,7654,27,ignored
7881,7655,59,opened
3979,7656,40,opened
9595,7657,35,dismissed
9313,7658,12,opened
8889,7659,5,ignored
9025,7660,12,dismissed
4902,7661,14,dismissed
6717,7662,59,opened
3328,7663,20,opened
2677,7664,4,dismissed
4963,7665,3,opened
1406,7666,27,opened
4942,7667,1,ignored
7849,7668,23,ignored
7936,7669,31,dismissed
8371,7670,49,dismissed
4320,7671,20,ignored
3087,7672,5,ignored
2835,7673,52,dismissed
7257,7674,15,dismissed
9282,7675,35,dismissed
8056,7676,39,dismissed
8406,7677,8,opened
2571,7678,32,ignored
5942,7679,19,opened
7922,7680,41,dismissed
5944,7681,20,dismissed
6643,7682,19,opened
2459,7683,38,dismissed
1356,7684,36,opened
9156,7685,36,dismissed
7541,7686,23,opened
7101,7687,18,opened
2087,7688,38,ignored
2761,7689,60,opened
2795,7690,26,dismissed
8144,7691,13,opened
6555,7692,35,opened
7898,7693,18,dismissed
6284,7694,7,ignored
4533,7695,48,ignored
9636,7696,57,dismissed
8062,7697,49,opened
5202,7698,54,dismissed
4491,7699,50,ignored
8956,7700,22,ignored
4624,7701,43,opened
4587,7702,51,ignored
1229,7703,2,dismissed
4938,7704,59,opened
1495,7705,53,dismissed
4526,7706,2,opened
4589,7707,26,opened
5876,7708,3,ignored
8044,7709,44,ignored
8433,7710,30,ignored
8880,7711,35,opened
6671,7712,36,opened
8248,7713,19,ignored
9961,7714,22,dismissed
8435,7715,21,dismissed
8765,7716,2,opened
5207,7717,38,dismissed
5782,7718,55,dismissed
5004,7719,34,opened
9862,7720,32,opened
8483,7721,57,ignored
9190,7722,1,dismissed
7148,7723,24,opened
1129,7724,25,dismissed
1897,7725,54,dismissed
8563,7726,6,dismissed
4569,7727,35,dismissed
4323,7728,36,dismissed
8197,7729,38,opened
8258,7730,5,opened
8638,7731,19,ignored
2543,7732,28,opened
8021,7733,56,dismissed
7775,7734,8,dismissed
6227,7735,51,opened
8761,7736,39,dismissed
8932,7737,13,dismissed
2752,7738,29,ignored
4605,7739,22,ignored
1722,7740,17,ignored
8903,7741,11,opened
2030,7742,22,dismissed
4957,7743,27,dismissed
9789,7744,7,dismissed
8948,7745,56,opened
4166,7746,2,opened
4372,7747,10,opened
2328,7748,2,dismissed
5089,7749,24,dismissed
8822,7750,1,ignored
5904,7751,52,opened
8987,7752,57,dismissed
2369,7753,60,dismissed
5195,7754,40,dismissed
4426,7755,18,opened
2876,7756,38,dismissed
1672,7757,26,ignored
6367,7758,23,opened
8732,7759,50,dismissed
5057,7760,58,dismissed
6068,7761,34,dismissed
7300,7762,29,ignored
1478,7763,14,ignored
2897,7764,19,ignored
2330,7765,46,ignored
3605,7766,14,dismissed
5131,7767,49,opened
2340,7768,3,dismissed
4717,7769,50,opened
7548,7770,29,ignored
5019,7771,21,dismissed
5680,7772,52,ignored
6928,7773,5,ignored
4800,7774,43,dismissed
1323,7775,38,opened
1983,7776,2,opened
1649,7777,18,opened
4441,7778,46,opened
3448,7779,58,ignored
5499,7780,5,dismissed
8387,7781,31,ignored
1386,7782,33,ignored
9985,7783,2,ignored
9117,7784,21,ignored
7016,7785,40,ignored
4341,7786,2,ignored
9853,7787,44,ignored
6112,7788,3,ignored
7789,7789,36,opened
7390,7790,38,ignored
3524,7791,3,ignored
3665,7792,10,opened
9124,7793,16,dismissed
8782,7794,32,dismissed
7229,7795,45,opened
2317,7796,38,ignored
6939,7797,49,ignored
8097,7798,5,ignored
8958,7799,48,ignored
3181,7800,44,ignored
2585,7801,42,opened
5226,7802,19,opened
5645,7803,43,dismissed
8936,7804,22,ignored
1300,7805,2,ignored
9462,7806,14,dismissed
4106,7807,11,dismissed
6132,7808,59,dismissed
1938,7809,24,dismissed
8423,7810,53,ignored
7311,7811,36,ignored
4564,7812,8,ignored
1200,7813,23,opened
9665,7814,55,dismissed
1420,7815,14,opened
7184,7816,40,opened
1787,7817,38,opened
7534,7818,58,opened
2520,7819,43,opened
1852,7820,26,opened
5631,7821,18,dismissed
1107,7822,11,dismissed
3578,7823,1,ignored
1734,7824,28,dismissed
7709,7825,46,dismissed
4902,7826,12,ignored
4032,7827,31,dismissed
9182,7828,59,opened
1208,7829,52,ignored
1049,7830,15,dismissed
7605,7831,47,ignored
2025,7832,37,dismissed
2104,7833,51,dismissed
4613,7834,1,dismissed
5251,7835,33,opened
6018,7836,44,opened
5488,7837,47,opened
2068,7838,47,dismissed
8853,7839,3,opened
8945,7840,35,opened
1347,7841,60,ignored
1172,7842,40,ignored
8348,7843,6,ignored
2749,7844,50,ignored
5382,7845,23,dismissed
6512,7846,37,opened
3800,7847,56,dismissed
9514,7848,44,opened
2461,7849,16,opened
6978,7850,3,opened
2510,7851,14,dismissed
9833,7852,17,dismissed
9997,7853,59,ignored
5933,7854,35,dismissed
7869,7855,33,opened
3831,7856,54,ignored
1504,7857,28,ignored
9306,7858,58,ignored
8169,7859,32,dismissed
9158,7860,50,opened
7077,7861,49,opened
5604,7862,21,ignored
8093,7863,6,dismissed
1785,7864,27,ignored
6542,7865,11,ignored
4056,7866,51,ignored
7917,7867,19,ignored
3454,7868,33,ignored
8916,7869,20,opened
2487,7870,31,ignored
1399,7871,27,ignored
3040,7872,9,ignored
3686,7873,33,dismissed
1993,7874,11,ignored
6446,7875,39,ignored
1539,7876,33,dismissed
7474,7877,45,opened
8036,7878,42,dismissed
7630,7879,45,opened
4823,7880,34,opened
6392,7881,6,opened
4898,7882,22,opened
8358,7883,6,dismissed
3030,7884,29,opened
8536,7885,3,dismissed
8856,7886,7,opened
1464,7887,22,ignored
8078,7888,42,opened
9721,7889,1,opened
8340,7890,19,ignored
5609,7891,14,dismissed
2655,7892,1,dismissed
2238,7893,12,opened
7621,7894,59,ignored
3904,7895,40,opened
5768,7896,25,ignored
5657,7897,43,ignored
5858,7898,27,opened
4477,7899,31,ignored
9162,7900,21,opened
5844,7901,6,ignored
9833,7902,49,ignored
6387,7903,37,dismissed
6631,7904,44,ignored
4245,7905,41,ignored
1119,7906,38,opened
7647,7907,41,opened
4163,7908,34,ignored
5748,7909,51,dismissed
7576,7910,45,dismissed
7678,7911,31,dismissed
6876,7912,34,opened
4722,7913,5,ignored
1638,7914,19,ignored
7590,7915,45,dismissed
7554,7916,8,dismissed
9189,7917,54,dismissed
7289,7918,60,opened
3425,7919,15,opened
8023,7920,32,ignored
8576,7921,24,ignored
6111,7922,12,opened
7875,7923,56,ignored
7298,7924,23,opened
7575,7925,20,opened
7174,7926,51,dismissed
7671,7927,50,dismissed
8146,7928,49,opened
8014,7929,20,ignored
8914,7930,59,ignored
6665,7931,25,ignored
3887,7932,37,ignored
4960,7933,37,dismissed
6762,7934,40,ignored
3270,7935,49,ignored
5403,7936,49,dismissed
9168,7937,31,dismissed
5110,7938,8,opened
4266,7939,28,opened
9674,7940,19,dismissed
8583,7941,52,dismissed
3205,7942,56,ignored
2033,7943,45,opened
2415,7944,4,dismissed
7782,7945,14,ignored
3042,7946,28,opened
3029,7947,36,ignored
3511,7948,4,opened
7648,7949,21,dismissed
5548,7950,12,ignored
2216,7951,12,opened
7946,7952,48,ignored
8294,7953,32,opened
4864,7954,4,opened
9542,7955,2,opened
9837,7956,11,opened
6426,7957,35,ignored
6770,7958,60,dismissed
2508,7959,40,dismissed
3645,7960,16,opened
2911,7961,39,ignored
4156,7962,49,ignored
3972,7963,24,ignored
1534,7964,50,dismissed
7932,7965,52,ignored
8273,7966,51,dismissed
8608,7967,59,opened
7401,7968,11,opened
4915,7969,44,dismissed
9699,7970,54,dismissed
9864,7971,13,ignored
9106,7972,5,dismissed
9692,7973,53,ignored
7174,7974,32,ignored
3429,7975,14,ignored
6971,7976,2,opened
5355,7977,45,dismissed
9852,7978,44,opened
9732,7979,42,opened
3076,7980,5,opened
1116,7981,44,opened
7557,7982,60,opened
3831,7983,48,opened
8042,7984,24,dismissed
8472,7985,6,ignored
2996,7986,46,opened
7195,7987,26,opened
8696,7988,3,ignored
4494,7989,7,ignored
6992,7990,1,opened
8694,7991,35,ignored
5048,7992,10,opened
4111,7993,29,ignored
9604,7994,35,opened
6308,7995,60,opened
9297,7996,32,dismissed
4455,7997,11,ignored
4217,7998,48,ignored
4724,7999,38,dismissed
8348,8000,30,ignored
8393,8001,1,opened
3198,8002,31,ignored
5508,8003,4,dismissed
7450,8004,47,opened
3662,8005,60,dismissed
2301,8006,40,opened
5872,8007,37,ignored
1251,8008,32,ignored
8209,8009,50,ignored
1162,8010,2,dismissed
1024,8011,23,ignored
2920,8012,18,opened
4654,8013,59,opened
5168,8014,3,dismissed
5390,8015,50,dismissed
8408,8016,30,opened
3324,8017,45,dismissed
2678,8018,3,ignored
8002,8019,37,opened
7374,8020,59,dismissed
1249,8021,33,ignored
5710,8022,9,dismissed
7063,8023,48,opened
7937,8024,29,opened
5856,8025,2,ignored
1305,8026,49,dismissed
5427,8027,39,ignored
1896,8028,10,opened
7979,8029,1,opened
7669,8030,53,dismissed
8460,8031,18,ignored
7172,8032,45,dismissed
2391,8033,19,opened
6270,8034,7,ignored
4432,8035,50,opened
1254,8036,14,dismissed
5142,8037,2,ignored
2493,8038,16,ignored
5293,8039,15,dismissed
5557,8040,20,dismissed
5005,8041,9,dismissed
7400,8042,16,ignored
2524,8043,24,dismissed
5497,8044,32,opened
4736,8045,53,ignored
5808,8046,45,dismissed
5906,8047,57,ignored
6590,8048,24,ignored
2839,8049,50,ignored
6611,8050,18,dismissed
5083,8051,52,opened
6644,8052,30,ignored
3460,8053,40,ignored
2682,8054,26,dismissed
5253,8055,55,ignored
2804,8056,16,dismissed
3878,8057,59,opened
2790,8058,25,opened
5519,8059,18,ignored
8643,8060,31,opened
3063,8061,3,opened
4085,8062,32,ignored
6173,8063,3,dismissed
8458,8064,17,ignored
6452,8065,23,dismissed
4458,8066,48,opened
2435,8067,58,opened
6926,8068,31,ignored
2834,8069,1,ignored
1893,8070,48,ignored
3305,8071,14,opened
4146,8072,2,ignored
9987,8073,31,ignored
6690,8074,35,opened
2285,8075,55,opened
9859,8076,14,ignored
6403,8077,52,ignored
6747,8078,33,opened
3070,8079,27,dismissed
2386,8080,44,opened
1337,8081,32,ignored
5180,8082,19,opened
9496,8083,55,ignored
1901,8084,23,ignored
4042,8085,18,opened
4008,8086,59,dismissed
8266,8087,49,dismissed
3560,8088,57,opened
6353,8089,53,dismissed
1416,8090,27,dismissed
8606,8091,23,ignored
5848,8092,40,opened
3236,8093,41,opened
4428,8094,26,ignored
2765,8095,16,dismissed
3519,8096,43,opened
6265,8097,15,dismissed
3847,8098,50,dismissed
1898,8099,7,dismissed
3481,8100,10,ignored
1291,8101,7,dismissed
4427,8102,28,dismissed
1637,8103,58,opened
3758,8104,11,ignored
8268,8105,40,opened
3642,8106,29,dismissed
4681,8107,35,dismissed
2627,8108,28,dismissed
2230,8109,21,opened
5758,8110,52,ignored
2755,8111,29,dismissed
5679,8112,54,dismissed
8295,8113,6,dismissed
5452,8114,59,ignored
4569,8115,35,dismissed
2229,8116,39,dismissed
4850,8117,37,dismissed
1347,8118,7,dismissed
9983,8119,42,dismissed
8954,8120,25,ignored
6892,8121,21,opened
1394,8122,52,ignored
5055,8123,19,ignored
1401,8124,44,opened
1820,8125,50,ignored
2783,8126,7,opened
9104,8127,33,opened
5273,8128,13,ignored
3334,8129,11,opened
7651,8130,34,dismissed
2188,8131,49,dismissed
9539,8132,39,opened
3714,8133,35,opened
9728,8134,9,dismissed
3762,8135,26,ignored
5260,8136,35,opened
3369,8137,39,ignored
7887,8138,41,ignored
2370,8139,28,opened
3261,8140,43,ignored
2410,8141,35,ignored
1722,8142,38,ignored
9217,8143,39,ignored
9616,8144,35,dismissed
5326,8145,59,dismissed
4600,8146,6,ignored
4544,8147,40,opened
7199,8148,15,opened
6284,8149,43,opened
9932,8150,20,ignored
4764,8151,27,opened
2529,8152,38,opened
4395,8153,5,dismissed
5723,8154,16,ignored
3638,8155,8,opened
2870,8156,55,ignored
3203,8157,41,opened
8236,8158,53,opened
9147,8159,11,ignored
8840,8160,8,dismissed
8662,8161,6,ignored
3683,8162,40,dismissed
7389,8163,19,dismissed
8896,8164,11,dismissed
4178,8165,46,opened
5572,8166,48,dismissed
4343,8167,2,dismissed
8709,8168,60,dismissed
8916,8169,8,dismissed
9559,8170,34,opened
8079,8171,24,opened
3969,8172,10,dismissed
1447,8173,39,dismissed
2876,8174,10,dismissed
5695,8175,24,opened
4743,8176,32,dismissed
4013,8177,27,ignored
5223,8178,19,opened
4262,8179,50,ignored
8426,8180,26,ignored
9353,8181,25,dismissed
2615,8182,56,ignored
5902,8183,10,opened
3204,8184,13,dismissed
8077,8185,24,dismissed
4671,8186,33,opened
6161,8187,20,opened
6812,8188,18,ignored
4401,8189,49,opened
7427,8190,36,dismissed
3798,8191,26,opened
8073,8192,49,ignored
7925,8193,45,ignored
9192,8194,35,ignored
9668,8195,19,dismissed
6920,8196,34,ignored
6282,8197,36,opened
3775,8198,20,opened
1882,8199,43,dismissed
7754,8200,53,dismissed
2000,8201,3,opened
2156,8202,14,ignored
3286,8203,29,ignored
9048,8204,33,opened
5094,8205,11,dismissed
4002,8206,30,dismissed
4430,8207,57,dismissed
3908,8208,13,opened
9516,8209,44,dismissed
3279,8210,8,ignored
1627,8211,9,opened
3816,8212,52,opened
6016,8213,32,ignored
8736,8214,5,opened
5273,8215,14,dismissed
3447,8216,10,opened
2494,8217,20,ignored
4699,8218,29,ignored
6542,8219,59,dismissed
1457,8220,25,dismissed
8378,8221,45,ignored
6208,8222,58,dismissed
3544,8223,7,dismissed
5122,8224,42,dismissed
4136,8225,41,dismissed
8588,8226,13,ignored
4359,8227,47,ignored
4478,8228,31,ignored
3263,8229,22,dismissed
1839,8230,41,dismissed
4691,8231,53,ignored
1786,8232,55,opened
1654,8233,25,dismissed
5083,8234,31,opened
2038,8235,22,dismissed
3797,8236,11,dismissed
2333,8237,6,ignored
7939,8238,39,dismissed
1412,8239,59,dismissed
5600,8240,29,dismissed
7143,8241,50,opened
9576,8242,13,dismissed
7297,8243,48,dismissed
7676,8244,23,dismissed
1931,8245,54,ignored
9345,8246,12,ignored
4546,8247,37,dismissed
8374,8248,5,dismissed
6619,8249,24,opened
7144,8250,53,dismissed
3413,8251,53,dismissed
3617,8252,46,opened
3376,8253,28,dismissed
7786,8254,57,ignored
1125,8255,12,dismissed
5925,8256,53,dismissed
9781,8257,34,dismissed
4699,8258,47,ignored
2156,8259,60,dismissed
5220,8260,38,opened
4672,8261,30,opened
1158,8262,48,ignored
9001,8263,13,dismissed
4912,8264,5,opened
1615,8265,37,opened
6360,8266,11,dismissed
5192,8267,57,opened
4484,8268,52,opened
2239,8269,25,dismissed
2607,8270,41,dismissed
1374,8271,40,ignored
8387,8272,15,opened
7772,8273,53,dismissed
5112,8274,9,opened
6188,8275,27,opened
1114,8276,1,opened
2922,8277,21,opened
4700,8278,40,dismissed
3441,8279,59,dismissed
9447,8280,49,opened
8601,8281,2,opened
2421,8282,2,opened
4936,8283,10,dismissed
8713,8284,22,dismissed
5356,8285,41,opened
7159,8286,57,opened
1967,8287,43,dismissed
4649,8288,2,opened
1960,8289,52,ignored
2746,8290,6,dismissed
3685,8291,41,dismissed
8231,8292,34,dismissed
2888,8293,17,ignored
5278,8294,45,opened
4360,8295,56,dismissed
5112,8296,12,opened
4852,8297,43,ignored
3929,8298,57,opened
5109,8299,17,opened
7783,8300,30,ignored
1327,8301,31,ignored
5500,8302,34,ignored
1813,8303,30,opened
9351,8304,58,opened
8910,8305,57,ignored
8853,8306,15,opened
2590,8307,44,opened
8799,8308,28,ignored
7172,8309,39,dismissed
9107,8310,57,dismissed
3450,8311,11,opened
7249,8312,29,dismissed
5820,8313,41,dismissed
2923,8314,43,dismissed
2606,8315,5,ignored
4333,8316,28,opened
8904,8317,5,opened
7923,8318,42,dismissed
6732,8319,34,dismissed
6565,8320,7,dismissed
6355,8321,51,ignored
2378,8322,45,ignored
5737,8323,36,ignored
8114,8324,7,ignored
7496,8325,6,opened
9107,8326,17,dismissed
3850,8327,29,dismissed
1213,8328,17,opened
4087,8329,20,opened
7278,8330,51,dismissed
7862,8331,9,opened
7483,8332,35,opened
5658,8333,48,ignored
3664,8334,37,dismissed
2698,8335,12,dismissed
6781,8336,21,dismissed
3766,8337,21,opened
8088,8338,4,opened
9214,8339,40,dismissed
3673,8340,43,ignored
8869,8341,31,ignored
5250,8342,11,dismissed
8612,8343,45,ignored
3231,8344,48,opened
1775,8345,52,ignored
6537,8346,23,opened
1248,8347,16,ignored
7498,8348,10,ignored
8838,8349,60,opened
1208,8350,21,opened
5555,8351,19,opened
7846,8352,40,opened
6277,8353,2,ignored
3126,8354,26,opened
1752,8355,9,opened
1919,8356,52,dismissed
9000,8357,21,dismissed
8234,8358,6,ignored
1252,8359,8,ignored
4537,8360,16,opened
9563,8361,15,opened
3514,8362,47,dismissed
9598,8363,54,dismissed
4033,8364,50,opened
1463,8365,2,dismissed
1568,8366,27,opened
9232,8367,42,opened
8708,8368,32,ignored
3861,8369,41,dismissed
2403,8370,44,opened
9173,8371,36,opened
5472,8372,47,dismissed
9523,8373,1,dismissed
1991,8374,6,opened
6293,8375,35,ignored
7791,8376,37,ignored
8985,8377,48,ignored
4946,8378,56,dismissed
2269,8379,8,opened
6233,8380,16,ignored
8591,8381,18,ignored
1756,8382,54,dismissed
1506,8383,52,dismissed
4834,8384,14,ignored
7828,8385,2,dismissed
9077,8386,43,opened
7430,8387,19,dismissed
4827,8388,18,ignored
5110,8389,21,opened
7909,8390,27,dismissed
3186,8391,60,opened
1650,8392,54,ignored
8531,8393,6,opened
5864,8394,36,dismissed
7555,8395,6,ignored
7550,8396,25,opened
3045,8397,40,ignored
9185,8398,3,ignored
3633,8399,27,opened
7558,8400,47,dismissed
4146,8401,8,dismissed
1945,8402,19,ignored
2072,8403,59,dismissed
9261,8404,38,ignored
8911,8405,51,ignored
2378,8406,11,dismissed
8308,8407,9,dismissed
1346,8408,42,dismissed
9109,8409,41,opened
7286,8410,31,opened
8388,8411,49,dismissed
5722,8412,7,opened
6211,8413,9,opened
9246,8414,21,opened
8373,8415,28,dismissed
4777,8416,33,opened
4573,8417,37,opened
7836,8418,43,ignored
9730,8419,33,ignored
2344,8420,4,dismissed
5217,8421,13,dismissed
9053,8422,3,opened
1620,8423,2,dismissed
1738,8424,10,ignored
8196,8425,11,dismissed
3634,8426,18,ignored
3179,8427,38,opened
7397,8428,21,opened
1848,8429,12,ignored
3992,8430,9,ignored
9829,8431,44,dismissed
8239,8432,37,ignored
9505,8433,22,dismissed
1378,8434,15,opened
8151,8435,35,dismissed
9547,8436,50,ignored
8077,8437,47,ignored
8462,8438,32,dismissed
1952,8439,35,opened
1920,8440,9,opened
2934,8441,19,ignored
1511,8442,3,opened
9643,8443,1,ignored
4749,8444,29,dismissed
3181,8445,15,dismissed
3533,8446,12,dismissed
2040,8447,9,opened
5922,8448,14,ignored
2684,8449,33,opened
8147,8450,3,ignored
1528,8451,51,opened
1915,8452,26,opened
6605,8453,53,dismissed
1558,8454,48,ignored
3517,8455,24,opened
2414,8456,57,opened
9667,8457,22,ignored
3333,8458,49,dismissed
2676,8459,1,dismissed
5558,8460,22,opened
9909,8461,20,ignored
7292,8462,40,opened
8740,8463,4,dismissed
5203,8464,36,ignored
8486,8465,43,dismissed
2242,8466,30,ignored
4983,8467,50,dismissed
9176,8468,36,ignored
4917,8469,41,ignored
5244,8470,21,ignored
6738,8471,40,dismissed
9598,8472,20,ignored
5296,8473,49,opened
1422,8474,15,ignored
9169,8475,11,opened
1200,8476,3,ignored
2690,8477,10,dismissed
5008,8478,25,opened
1111,8479,34,opened
3358,8480,55,dismissed
1467,8481,29,ignored
3269,8482,45,opened
3287,8483,26,opened
3411,8484,5,opened
4402,8485,38,dismissed
2972,8486,47,ignored
3097,8487,2,dismissed
3069,8488,53,dismissed
2546,8489,16,dismissed
4127,8490,30,opened
1580,8491,19,ignored
1827,8492,9,dismissed
7128,8493,44,dismissed
3775,8494,41,ignored
6341,8495,13,ignored
3766,8496,38,ignored
2807,8497,21,dismissed
4990,8498,53,ignored
7137,8499,36,opened
8387,8500,37,opened
5693,8501,52,dismissed
5904,8502,7,opened
8543,8503,54,opened
6937,8504,4,opened
7861,8505,34,opened
4723,8506,43,ignored
8643,8507,13,dismissed
7589,8508,2,opened
6233,8509,45,opened
8523,8510,18,ignored
8807,8511,19,opened
6988,8512,53,opened
7561,8513,34,opened
6599,8514,30,ignored
1473,8515,9,opened
3005,8516,47,dismissed
8671,8517,1,opened
9172,8518,45,ignored
9688,8519,24,opened
8528,8520,3,dismissed
4597,8521,45,dismissed
2680,8522,14,dismissed
2554,8523,3,dismissed
8300,8524,59,ignored
9358,8525,20,dismissed
6297,8526,53,opened
7294,8527,26,opened
1318,8528,48,opened
5339,8529,18,dismissed
8989,8530,56,opened
5342,8531,44,ignored
2722,8532,58,opened
2157,8533,43,ignored
1129,8534,39,dismissed
7599,8535,12,ignored
9730,8536,54,dismissed
7710,8537,52,ignored
8008,8538,16,dismissed
4537,8539,14,opened
6883,8540,51,dismissed
2618,8541,45,ignored
5680,8542,47,ignored
4702,8543,3,opened
9461,8544,31,opened
6650,8545,50,ignored
5597,8546,18,opened
2835,8547,15,ignored
9864,8548,41,ignored
3393,8549,36,dismissed
7467,8550,58,dismissed
5754,8551,25,opened
4922,8552,8,dismissed
3255,8553,10,dismissed
5474,8554,47,opened
3363,8555,26,opened
6046,8556,48,dismissed
5038,8557,41,dismissed
4037,8558,23,opened
3956,8559,27,ignored
5197,8560,7,dismissed
5845,8561,36,dismissed
8507,8562,49,opened
1390,8563,19,opened
8032,8564,53,ignored
1575,8565,53,dismissed
3948,8566,42,dismissed
3155,8567,3,ignored
8268,8568,50,ignored
9840,8569,40,dismissed
7350,8570,17,dismissed
7482,8571,38,ignored
7618,8572,53,dismissed
6166,8573,14,dismissed
9658,8574,9,ignored
8943,8575,55,dismissed
7437,8576,45,opened
3711,8577,51,ignored
3539,8578,30,dismissed
5187,8579,58,ignored
1237,8580,2,opened
1223,8581,34,dismissed
3190,8582,47,opened
7698,8583,51,ignored
9111,8584,43,dismissed
8972,8585,36,ignored
1468,8586,13,dismissed
1839,8587,54,ignored
5786,8588,52,ignored
3988,8589,60,ignored
1987,8590,18,opened
6503,8591,37,ignored
3240,8592,28,ignored
9390,8593,60,dismissed
8149,8594,59,dismissed
7229,8595,20,dismissed
7590,8596,35,dismissed
1694,8597,3,ignored
9941,8598,52,opened
8450,8599,58,ignored
2459,8600,40,dismissed
9848,8601,20,ignored
5783,8602,39,ignored
9285,8603,57,dismissed
4482,8604,15,dismissed
9853,8605,8,ignored
4805,8606,38,dismissed
8437,8607,41,dismissed
9927,8608,42,opened
8973,8609,60,dismissed
6841,8610,44,dismissed
1840,8611,51,dismissed
1875,8612,22,ignored
4887,8613,42,opened
9465,8614,29,ignored
9078,8615,41,opened
1483,8616,51,ignored
6643,8617,40,opened
7315,8618,21,ignored
8583,8619,18,ignored
4687,8620,11,dismissed
6346,8621,1,dismissed
8133,8622,43,ignored
9392,8623,52,opened
1289,8624,21,dismissed
3640,8625,4,opened
7575,8626,40,ignored
4382,8627,35,opened
8569,8628,20,dismissed
6445,8629,4,dismissed
3714,8630,3,dismissed
7465,8631,48,opened
3338,8632,10,dismissed
5237,8633,56,ignored
2539,8634,52,ignored
8454,8635,21,dismissed
5509,8636,19,dismissed
8109,8637,21,dismissed
4539,8638,48,ignored
1006,8639,6,opened
5673,8640,15,dismissed
4788,8641,43,dismissed
1556,8642,25,dismissed
9007,8643,22,opened
5853,8644,31,opened
9623,8645,27,ignored
7811,8646,32,dismissed
